rank,package_name,version,declared_license,offender_package,offender_version,offender_license,copyleft_type,trace_path
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf-image,3.13.0,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-image@3.13.0 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf-font,4.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-font@4.3.1 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-file,3.9.0,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-file@3.9.0 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf-encrypt,2.11.0,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-encrypt@2.11.0 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf-sign,2.0.1,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-sign@2.0.1 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-unicode-data,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode-data@3.0.5 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-unicode,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode@3.0.5 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf-page,4.15.1,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-page@4.15.1 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf-graph,2.16.0,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-graph@2.16.0 (LGPL-3.0-or-later)
3123,elibyy/tcpdf-laravel,13.0.1,MIT,tecnickcom/tc-lib-pdf-parser,3.15.0,LGPL-3.0-or-later,STRONG_COPYLEFT,elibyy/tcpdf-laravel@13.0.1 (MIT) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-parser@3.15.0 (LGPL-3.0-or-later)
3182,psalm/plugin-mockery,1.2.1,MIT,netresearch/jsonmapper,v6.0.0,OSL-3.0,STRONG_COPYLEFT,psalm/plugin-mockery@1.2.1 (MIT) -> vimeo/psalm@6.16.1 (None) -> danog/advanced-json-rpc@v3.2.3 (ISC) -> netresearch/jsonmapper@v6.0.0 (OSL-3.0)
3211,rmrevin/yii2-fontawesome,3.7.0,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,rmrevin/yii2-fontawesome@3.7.0 (MIT) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3218,creocoder/yii2-nested-sets,0.9.0,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,creocoder/yii2-nested-sets@0.9.0 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3254,stellarwp/superglobals,2.0.0,MIT,stellarwp/arrays,1.3.2,GPL-2.0,STRONG_COPYLEFT,stellarwp/superglobals@2.0.0 (MIT) -> stellarwp/arrays@1.3.2 (GPL-2.0)
3306,alibabacloud/client,1.5.32,Apache-2.0,clagiordano/weblibs-configmanager,v1.5.0,LGPL-3.0-or-later,STRONG_COPYLEFT,alibabacloud/client@1.5.32 (Apache-2.0) -> clagiordano/weblibs-configmanager@v1.5.0 (LGPL-3.0-or-later)
3318,nucleos/dompdf-bundle,4.5.0,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,nucleos/dompdf-bundle@4.5.0 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
3318,nucleos/dompdf-bundle,4.5.0,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,nucleos/dompdf-bundle@4.5.0 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
3318,nucleos/dompdf-bundle,4.5.0,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,nucleos/dompdf-bundle@4.5.0 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
3323,rubix/ml,2.5.10,MIT,joomla/string,4.0.0,GPL-2.0-or-later,STRONG_COPYLEFT,rubix/ml@2.5.10 (MIT) -> wamania/php-stemmer@v4.0.0 (MIT) -> joomla/string@4.0.0 (GPL-2.0-or-later)
3394,kartik-v/yii2-export,v1.4.3,BSD-3-Clause,mpdf/mpdf,v8.3.1,GPL-2.0-only,STRONG_COPYLEFT,kartik-v/yii2-export@v1.4.3 (BSD-3-Clause) -> kartik-v/yii2-mpdf@v1.0.6 (BSD-3-Clause) -> mpdf/mpdf@v8.3.1 (GPL-2.0-only)
3440,niklasravnsborg/laravel-pdf,v4.1.0,MIT,mpdf/mpdf,v8.3.1,GPL-2.0-only,STRONG_COPYLEFT,niklasravnsborg/laravel-pdf@v4.1.0 (MIT) -> mpdf/mpdf@v8.3.1 (GPL-2.0-only)
3492,statamic/eloquent-driver,v5.11.0,MIT,james-heinrich/getid3,v1.9.25,"GPL-1.0-or-later, LGPL-3.0-only",STRONG_COPYLEFT,"statamic/eloquent-driver@v5.11.0 (MIT) -> statamic/cms@v6.30.0 (proprietary) -> james-heinrich/getid3@v1.9.25 (GPL-1.0-or-later, LGPL-3.0-only, MPL-2.0)"
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tcpdf,7.0.7,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf,8.72.1,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf-image,3.13.0,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-image@3.13.0 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf-font,4.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-font@4.3.1 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-file,3.9.0,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-file@3.9.0 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf-encrypt,2.11.0,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-encrypt@2.11.0 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf-sign,2.0.1,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-sign@2.0.1 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-unicode-data,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode-data@3.0.5 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-unicode,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode@3.0.5 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf-page,4.15.1,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-page@4.15.1 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf-graph,2.16.0,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-graph@2.16.0 (LGPL-3.0-or-later)
3565,propa/tcpdi,v1.3.5,Apache-2.0,tecnickcom/tc-lib-pdf-parser,3.15.0,LGPL-3.0-or-later,STRONG_COPYLEFT,propa/tcpdi@v1.3.5 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-parser@3.15.0 (LGPL-3.0-or-later)
3577,laravel/workos,v0.6.0,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,laravel/workos@v0.6.0 (MIT) -> workos/workos-php@v9.2.0 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0)
3577,laravel/workos,v0.6.0,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,laravel/workos@v0.6.0 (MIT) -> workos/workos-php@v9.2.0 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
3581,samdark/yii2-psr-log-target,1.1.4,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,samdark/yii2-psr-log-target@1.1.4 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3598,neos/fluid-adaptor,9.1.2,Unspecified,typo3fluid/fluid,5.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,neos/fluid-adaptor@9.1.2 (None) -> typo3fluid/fluid@5.3.1 (LGPL-3.0-or-later)
3656,mindee/mindee,v3.1.0,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,mindee/mindee@v3.1.0 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
3663,yiisoft/yii2-shell,2.0.6,BSD-3-Clause,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,yiisoft/yii2-shell@2.0.6 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3681,plank/laravel-mediable,7.0.0,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,plank/laravel-mediable@7.0.0 (MIT) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
3692,theodo-group/llphant,1.0.1,MIT,phpoffice/phpword,1.4.0,LGPL-3.0-only,STRONG_COPYLEFT,theodo-group/llphant@1.0.1 (MIT) -> phpoffice/phpword@1.4.0 (LGPL-3.0-only)
3692,theodo-group/llphant,1.0.1,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,theodo-group/llphant@1.0.1 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
3704,sylius/telemetry,v1.0.1,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/telemetry@v1.0.1 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
3704,sylius/telemetry,v1.0.1,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/telemetry@v1.0.1 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
3706,workos/workos-php-laravel,v8.0.1,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,workos/workos-php-laravel@v8.0.1 (MIT) -> workos/workos-php@v9.2.0 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0)
3706,workos/workos-php-laravel,v8.0.1,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,workos/workos-php-laravel@v8.0.1 (MIT) -> workos/workos-php@v9.2.0 (MIT) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tcpdf,7.0.7,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf,8.72.1,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-barcode,2.14.0,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-barcode@2.14.0 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-color,3.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-color@3.0.2 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf-image,3.13.0,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-image@3.13.0 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf-font,4.3.1,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-font@4.3.1 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-file,3.9.0,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-file@3.9.0 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf-encrypt,2.11.0,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-encrypt@2.11.0 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf-sign,2.0.1,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-sign@2.0.1 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-unicode-data,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode-data@3.0.5 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-unicode,3.0.5,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-unicode@3.0.5 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf-page,4.15.1,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-page@4.15.1 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf-graph,2.16.0,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-graph@2.16.0 (LGPL-3.0-or-later)
3777,karriere/pdf-merge,v3.4.0,Apache-2.0,tecnickcom/tc-lib-pdf-parser,3.15.0,LGPL-3.0-or-later,STRONG_COPYLEFT,karriere/pdf-merge@v3.4.0 (Apache-2.0) -> tecnickcom/tcpdf@7.0.7 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf@8.72.1 (LGPL-3.0-or-later) -> tecnickcom/tc-lib-pdf-parser@3.15.0 (LGPL-3.0-or-later)
3790,nystudio107/craft-twig-sandbox,5.0.5,MIT,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,nystudio107/craft-twig-sandbox@5.0.5 (MIT) -> craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
3790,nystudio107/craft-twig-sandbox,5.0.5,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,nystudio107/craft-twig-sandbox@5.0.5 (MIT) -> craftcms/cms@5.10.14 (None) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3800,codex-team/editor.js,v2.0.7,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,codex-team/editor.js@v2.0.7 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3806,contao-components/colorbox,1.6.4.3,MIT,contao-components/installer,1.4.1,LGPL-3.0-or-later,STRONG_COPYLEFT,contao-components/colorbox@1.6.4.3 (MIT) -> contao-components/installer@1.4.1 (LGPL-3.0-or-later)
3856,craftcms/cms,5.10.14,Unspecified,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,craftcms/cms@5.10.14 (None) -> creocoder/yii2-nested-sets@0.9.0 (BSD-3-Clause) -> yiisoft/yii2@2.0.55 (BSD-3-Clause) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3856,craftcms/cms,5.10.14,Unspecified,enshrined/svg-sanitize,0.22.0,GPL-2.0-or-later,STRONG_COPYLEFT,craftcms/cms@5.10.14 (None) -> enshrined/svg-sanitize@0.22.0 (GPL-2.0-or-later)
3866,stevebauman/hypertext,v1.1.2,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,stevebauman/hypertext@v1.1.2 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3868,sylius/paypal-plugin,v2.0.11,MIT,paragonie/halite,v5.1.4,MPL-2.0,WEAK_COPYLEFT,sylius/paypal-plugin@v2.0.11 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0)
3868,sylius/paypal-plugin,v2.0.11,MIT,paragonie/hidden-string,v2.2.0,MPL-2.0,WEAK_COPYLEFT,sylius/paypal-plugin@v2.0.11 (MIT) -> sylius/sylius@v2.2.8 (None) -> paragonie/halite@v5.1.4 (MPL-2.0) -> paragonie/hidden-string@v2.2.0 (MPL-2.0)
3910,frosh/tools,3.14.0,MIT,dompdf/dompdf,v3.1.6,LGPL-2.1,WEAK_COPYLEFT,frosh/tools@3.14.0 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1)
3910,frosh/tools,3.14.0,MIT,dompdf/php-font-lib,1.0.2,LGPL-2.1-or-later,WEAK_COPYLEFT,frosh/tools@3.14.0 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-font-lib@1.0.2 (LGPL-2.1-or-later)
3910,frosh/tools,3.14.0,MIT,dompdf/php-svg-lib,1.0.2,LGPL-3.0-or-later,STRONG_COPYLEFT,frosh/tools@3.14.0 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> dompdf/dompdf@v3.1.6 (LGPL-2.1) -> dompdf/php-svg-lib@1.0.2 (LGPL-3.0-or-later)
3910,frosh/tools,3.14.0,MIT,ezyang/htmlpurifier,v4.19.0,LGPL-2.1-or-later,WEAK_COPYLEFT,frosh/tools@3.14.0 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> ezyang/htmlpurifier@v4.19.0 (LGPL-2.1-or-later)
3910,frosh/tools,3.14.0,MIT,smalot/pdfparser,v2.12.5,LGPL-3.0,STRONG_COPYLEFT,frosh/tools@3.14.0 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> horstoeko/zugferd@v1.0.130 (MIT) -> smalot/pdfparser@v2.12.5 (LGPL-3.0)
3910,frosh/tools,3.14.0,MIT,setasign/tfpdf,v1.33,LGPL-2.1,WEAK_COPYLEFT,frosh/tools@3.14.0 (MIT) -> shopware/core@v6.7.13.1 (MIT) -> setasign/tfpdf@v1.33 (LGPL-2.1)
